Package Name,Directory Name,Prefixes,File Numbers,File Names,Globals
,,,90508.4,ICARE TAXONOMY FILES,
,,,90508.5,ICARE TREATMENT PROMPTS,
,,,90509,ICARE DX CAT REGISTRY,
,,,90509.1,ICARE DX CAT REASONS,
,,,90509.5,ICARE DX CAT FACTORS,
,,,90509.9,ICARE TEMPORARY DATA,
IHS MODS TO RADIOLOGY/NUC MED,IHS Mods To Radiology Nuclear Medicine,BRA,,,
INSTITUTIONAL REVIEW BOARD,Institutional Review Board,BRB,,,
IHS RELEASE OF INFORMATION,IHS Release Of Information,BRN,90264,ROI LISTING RECORD,
,,,90264.1,ROI LISTING REC PARTY,
,,,90264.2,ROI LISTING PARAMETER,
,,,90264.3,ROI LISTING DEPARTMENT,
,,,90264.7,ROI REPORTING UTILITY SORT,
,,,90264.8,ROI REPORTING UTILITY TEMP,
IHS MODS TO SCHEDULING,IHS Mods To Scheduling,BSD,,,
,,!BSDX,,,
Clinical Scheduling for Windows,Clinical Scheduling for Windows,BSDX,9002018.1,BSDX RESOURCE,
,,,9002018.15,BSDX RESOURCE USER,
,,,9002018.2,BSDX RESOURCE GROUP,
,,,9002018.3,BSDX ACCESS BLOCK,
,,,9002018.35,BSDX ACCESS TYPE,
,,,9002018.38,BSDX ACCESS GROUP,
,,,9002018.39,BSDX ACCESS GROUP TYPE,
,,,9002018.4,BSDX APPOINTMENT,
,,,9002018.5,BSDX APPLICATION,
IHS ADDTNS TO SURGERY,IHS Additions To Surgery,BSR,,,
TB TRACKING,TB Tracking,BTB,,,
IHS TELEHEALTH,IHS Telehealth,BTHX,,,
IHS MODS TO TEXT INTEGRA U,IHS Mods To Text Integration Utilities,BTIU,9003130.2,BTIU UPLOAD STATUS,
IHS TELEOPHTHALMOLOGY,IHS Teleophthalmology,BTO,,,
TRACKING PROCEDURE WORKFLOW,Tracking Procedure Workflow,BTPW,90620,CM EVENT TRACKING,
,,,90620.9,CM EVENT RESULT TYPE,
,,,90621,CM EVENT,
,,,90621.1,CM EVENT FILE TYPE,
,,,90621.2,CM EVENT CATEGORY,
,,,90622,CM EVENT NOTIFICATION TYPE,
,,,90628,CM EVENT TRACKING SITE PARAMETERS,
,,,90629,CM EVENT QUEUE,
IHS CLINICAL QUEUE SYSTEM,IHS Clinical Queue System,BTR,,,
IHS TRAUMA REGISTRY,IHS Trauma Registry,BTRA,,,
3M HDM TABLE SYNCH,3M HDM Table Synch,BTS,,,
WESTECH APPLICATIONS,Westech Applications,BTW,,,
IHS UNIFORM DATA SYSTEM,IHS Uniform Data System,BUD,90345.1,UDS SITE PARAMETERS,
,,,90345.2,UDS CONTROL TABLES,
,,,90345.3,UDS TABLE 3 FORMAT,
,,,90345.4,UDS INCOME LEVELS,
,,,90345.5,UDS TABLE 5 FORMAT,
,,,90346.1,UDS 04 SITE PARAMETERS,
,,,90346.2,UDS 04 CONTROL TABLES,
,,,90346.3,UDS 04 TABLE 3 FORMAT,
,,,90346.4,UDS 04 INCOME LEVELS,
,,,90346.5,UDS 04 TABLE 5 FORMAT,
,,,90347.1,UDS 05 SITE PARAMETERS,
,,,90347.2,UDS 05 CONTROL TABLES,
,,,90347.3,UDS 05 TABLE 3 FORMAT,
,,,90347.4,UDS 05 INCOME LEVELS,
,,,90347.5,UDS 05 TABLE 5 FORMAT,
,,,90348.1,UDS 06 SITE PARAMETERS,
,,,90348.2,UDS 06 CONTROL TABLES,
,,,90348.3,UDS 06 TABLE 3 FORMAT,
,,,90348.4,UDS 06 INCOME LEVELS,
,,,90348.5,UDS 06 TABLE 5 FORMAT,
,,,90349.1,UDS 07 SITE PARAMETERS,
,,,90349.2,UDS 07 CONTROL TABLES,
,,,90349.3,UDS 07 TABLE 3 FORMAT,
,,,90349.4,UDS 07 INCOME LEVELS,
,,,90349.5,UDS 07 TABLE 5 FORMAT,
,,,90660.1,UDS 08 SITE PARAMETERS,
,,,90660.2,UDS 08 CONTROL TABLES,
,,,90660.3,UDS 08 TABLE 3 FORMAT,
,,,90660.4,UDS 08 INCOME LEVELS,
,,,90660.5,UDS 08 TABLE 5 FORMAT,
,,,90661.1,UDS 09 SITE PARAMETERS,
,,,90661.2,UDS 09 CONTROL TABLES,
,,,90661.3,UDS 09 TABLE 3 FORMAT,
,,,90661.4,UDS 09 INCOME LEVELS,
,,,90661.5,UDS 09 TABLE 5 FORMAT,
,,,90662.1,UDS 10 SITE PARAMETERS,
,,,90662.2,UDS 10 CONTROL TABLES,
,,,90662.3,UDS 10 TABLE 3 FORMAT,
,,,90662.4,UDS 10 INCOME LEVELS,
,,,90662.5,UDS 10 TABLE 5 FORMAT,
,,,90663.1,UDS 11 SITE PARAMETERS,
,,,90663.2,UDS 11 CONTROL TABLES,
,,,90663.3,UDS 11 TABLE 3 FORMAT,
,,,90663.4,UDS 11 INCOME LEVELS,
,,,90663.5,UDS 11 TABLE 5 FORMAT,
IHS V VILES 200 CONVERSION,IHS V Viles 200 Conversion,BVC,90098,FILE 200 CONVERSION EXCEPTION FILE,
IHS VIEW PATIENT RECORD,IHS View Patient Record,BVP,,,
IHS VITAL STATISTICS REGISTRY,IHS Vital Statistics Registry,BVS,,,
WOMEN'S HEALTH,Women's Health,BW,9002086,BW PATIENT,
,,,9002086.01,BW CASE MANAGER,
,,,9002086.02,BW SITE PARAMETER,
,,,9002086.03,BW PAP REGIMEN,
,,,9002086.04,BW PAP REGIMEN LOG,
,,,9002086.05,BW PREGNANCY LOG,
,,,9002086.1,BW PROCEDURE,
,,,9002086.2,BW PROCEDURE TYPE,
,,,9002086.25,BW MAMMOGRAPHY PROJECT RESPONSES,
,,,9002086.26,BW MAMMOGRAPHY EXPORT DEFINITIONS,
,,,9002086.31,BW RESULTS-DIAGNOSIS,
,,,9002086.32,BW DIAGNOSTIC CODE TRANSLATION,
,,,9002086.33,BW ERROR CODE,
,,,9002086.34,BW RACE MAPPINGS NBCCEDP,
,,,9002086.4,BW NOTIFICATION,
,,,9002086.403,BW NOTIFICATION TYPE,
,,,9002086.404,BW NOTIFICATION PURPOSE,
,,,9002086.405,BW NOTIFICATION OUTCOME,
,,,9002086.5,BW CERVICAL TX NEED,
,,,9002086.51,BW BREAST TX NEED,
,,,9002086.6,BW LETTER,
,,,9002086.71,BW SNAPSHOT REPORTS,
,,,9002086.72,BW AGE RANGE DEFAULT,
,,,9002086.81,BW UPLD TABLE TEMP CORNING,
,,,9002086.82,BW UPLD RESULTS TEMP CORNING,
,,,9002086.85,BW UPLD TABLE FINAL CORNING,
,,,9002086.86,BW UPLD UNMATCHED LAB REPORTS,
,,,9002086.87,BW GENERAL RETRIEVAL ITEMS,
,,,9002086.88,BW GENERAL RETRIEVAL TMP,
,,,9002086.91,BW CDC MDE DATA DEFINITION,
,,,9002086.92,BW CDC EXPORT LOG,
,,,9002086.93,BW CDC CBE CATEGORIES,
,,,9002086.94,BW MDE FILTER TYPE,
,,,9002086.95,BW MDE FILTER SET,
,,,9002086.96,BW MDE FORMAT,
IHS GENERIC DEV DOC,IHS Generic Dev Doc,BXD,,,
IHS AREA EXPORT FILES MGT,IHS Area Export Files Management,BXP,,,
IHS GENERIC USER DOC,IHS Generic User Doc,BXU,,,
IHS RPMS INTERFACES,IHS RPMS Interfaces,BY,,,
IHS AUTO PACK INTERFACE,IHS Auto Pack Interface,BYAP,,,
IHS IMMUNIZATIONS INTERFA,IHS Immunizations Interface,BYIM,90480,IZ PARAMETERS,
,,,90480.1,IZ EXPORTS,
IHS PYXIS INTERFACE,IHS Pyxis Interface,BYPX,,,
QMSI INTERFACE,QMSI Interface,BYQM,,,
IHS X12 CLAIMS INTERFACE,IHS X12 Claims Interface,BYXE,,,
IHS X12 ELIGIBILITY INTER,IHS X12 Eligibility Interface,BYXT,,,
Alaska,Alaska,BZA,,,
Billings,Billings,BZB,,,
Aberdeen,Aberdeen,BZC,,,
Bemidji,Bemidji,BZD,1410001,MEDICAID DL MONTH,
OIT,OIT,BZH,,,
California,California,BZL,,,
Navajo,Navajo,BZN,,,
California,California,BZO,,,
Portland,Portland,BZP,,,
Albuquerque,Albuquerque,BZQ,,,
Tucson,Tucson,BZS,,,
Nashville,Nashville,BZU,,,
Phoenix,Phoenix,BZX,,,
VA FILEMAN,VA Fileman,DI,0.11,INDEX,
,,DD,0.2,DESTINATION,
,,DM,0.31,KEY,
,,,0.4,PRINT TEMPLATE,
,,,0.401,SORT TEMPLATE,
,,,0.402,INPUT TEMPLATE,
,,,0.403,FORM,
,,,0.404,BLOCK,
,,,0.44,FOREIGN FORMAT,
,,,0.46,IMPORT TEMPLATE,
,,,0.5,FUNCTION,
,,,0.6,DD AUDIT,
,,,0.7,MUMPS OPERATING SYSTEM,
,,,0.81,DATA TYPE,
,,,0.83,COMPILED ROUTINE,
,,,0.84,DIALOG,
,,,0.85,LANGUAGE,
,,,1,FILE,
,,,1.1,AUDIT,
,,,1.11,ARCHIVAL ACTIVITY,
,,,1.12,FILEGRAM HISTORY,
,,,1.13,FILEGRAM ERROR LOG,
,,,1.2,ALTERNATE EDITOR,
,,,1.521,SQLI_SCHEMA,
,,,1.52101,SQLI_KEY_WORD,
,,,1.5211,SQLI_DATA_TYPE,
,,,1.5212,SQLI_DOMAIN,
,,,1.5213,SQLI_KEY_FORMAT,
,,,1.5214,SQLI_OUTPUT_FORMAT,
,,,1.5215,SQLI_TABLE,
,,,1.5216,SQLI_TABLE_ELEMENT,
,,,1.5217,SQLI_COLUMN,
,,,1.5218,SQLI_PRIMARY_KEY,
,,,1.5219,SQLI_FOREIGN_KEY,
,,,1.52191,SQLI_ERROR_TEXT,
,,,1.52192,SQLI_ERROR_LOG,
IHS/VA UTILITIES,IHS VA Utilities,XB,9888888.93,ZISH SEND PARAMETERS,
VA KERNEL TOOLKIT,Toolkit,XT,9.9,PATCH MONITOR,AWC
,,AWCM,9.95,PATCH MONITOR PARAMETER,
,,XD,15,DUPLICATE RECORD,
,,XIN,15.1,DUPLICATE RESOLUTION,
,,XPAR,15.2,XDR MERGE PROCESS,
,,XQAB,15.3,XDR REPOINTED ENTRY,
,,XUC,15.4,MERGE IMAGES,
,,XUR,950,XML ENTITY CATALOG,
,,ZIN,8980,KERMIT HOLDING,
,,ZTED,8984.1,LOCAL KEYWORD,
,,,8984.2,LOCAL SHORTCUT,
,,,8984.3,LOCAL SYNONYM,
,,,8984.4,LOCAL LOOKUP,
,,,8985.1,XTID VUID FOR SET OF CODES,
,,,8987.1,MSM RTHIST SITE,
,,,8987.2,MSM RTHIST REPORT DATA,
,,,8989.5,PARAMETERS,
,,,8989.51,PARAMETER DEFINITION,
,,,8989.518,PARAMETER ENTITY,
,,,8989.52,PARAMETER TEMPLATE,
,,,8991,XTV ROUTINE CHANGES,
,,,8991.19,XTV VERIFICATION PACKAGE,
,,,8991.2,XTV GLOBAL CHANGES,
,,,177100.12,CPRS MONITOR,
,,,177100.13,CPRS MONITOR DATA,
VA KERNEL,Kernel,XU,3.05,FAILED ACCESS ATTEMPTS LOG,HOLIDAY
,,A4A7,3.07,PROGRAMMER MODE LOG,
,,USC,3.075,ERROR LOG,
,,XG,3.076,ERROR MESSAGES,
,,XIP,3.077,ERROR TRAP SUMMARY,
,,XLF,3.081,SIGN-ON LOG,
,,XNOA,3.083,LOCKED IP or DEVICE,
,,XPD,3.084,FAILED SIGNON ATTEMPTS,
,,XQ,3.1,TITLE,
,,XVIR,3.2,TERMINAL TYPE,
,,ZI,3.22,DA RETURN CODES,
,,ZOSF,3.23,LINE/PORT ADDRESS,
,,ZOSV,3.4,COMMUNICATIONS PROTOCOL,
,,ZT,3.5,DEVICE,
,,ZU,3.51,SPOOL DOCUMENT,
,,%Z,3.519,SPOOL DATA,
,,!XQAB,3.54,RESOURCE,
,,!XUC,4,INSTITUTION,
,,!XUR,4.001,MASTER FILE PARAMETERS,
,,!ZIN,4.005,MD5 Signature,
,,!ZTED,4.009,STANDARD TERMINOLOGY VERSION FILE,
,,,4.05,INSTITUTION ASSOCIATION TYPES,
,,,4.1,FACILITY TYPE,
,,,4.11,AGENCY,
,,,5,STATE,
,,,5.12,POSTAL CODE,
,,,5.13,COUNTY CODE,
,,,7,PROVIDER CLASS,
,,,7.1,SPECIALITY,
,,,9.2,HELP FRAME,
,,,9.4,PACKAGE,
,,,9.6,BUILD,
,,,9.7,INSTALL,
,,,9.8,ROUTINE,
,,,14.4,TASKS,
,,,14.5,VOLUME SET,
,,,14.6,UCI ASSOCIATION,
,,,14.7,TASKMAN SITE PARAMETERS,
,,,14.71,TASKMAN MONITOR,
,,,14.72,TASKMAN SNAPSHOT,
,,,14.8,TASK SYNC FLAG,
,,,19,OPTION,
,,,19.081,AUDIT LOG FOR OPTIONS,
,,,19.1,SECURITY KEY,
,,,19.2,OPTION SCHEDULING,
,,,19.8,MENUMAN QUICK HELP,
,,,20,NAME COMPONENTS,
,,,40.5,HOLIDAY,
,,,49,SERVICE/SECTION,
,,,101,PROTOCOL,
,,,105,MICOM LOADER,
,,,106,MICOM CONTENTION DEVICES,
,,,107,MICOM STATISTICS,
,,,107.1,MICOM ACTION TYPES,
,,,107.2,MICOM LINE ASSIGNMENTS,
,,,107.3,MICOM PORT ASSIGNMENTS,
,,,108,MICOM SITE PARAMETERS,
,,,200,NEW PERSON,
,,,201,USER CLASS,
,,,8932.1,PERSON CLASS,
,,,8932.2,PROGRAM OF STUDY,
,,,8935.91,XHD PARAMETER CATEGORY,
,,,8980.2,PKI Digital Signatures,
,,,8980.22,PKI CRL URLS,
,,,8989.2,KERNEL PARAMETERS,
,,,8989.3,KERNEL SYSTEM PARAMETERS,
,,,8991.5,XQAB ERRORS LOGGED,
,,,8992,ALERT,
,,,8992.1,ALERT TRACKING,
,,,8992.2,ALERT RECIPIENT TYPE,
,,,8994.5,REMOTE APPLICATION,
IHS/VA %UTILITIES,IHS VA %Utilities,ZIB,,,
REGISTRATION,Registration,DG,2,PATIENT,
,,DGQE,8,ELIGIBILITY CODE,
,,DPT,8.1,MAS ELIGIBILITY CODE,
,,VA,8.2,IDENTIFICATION FORMAT,
,,VIC,10,RACE,
,,!DGBT,10.2,ETHNICITY,
,,!DGJ,10.3,RACE AND ETHNICITY COLLECTION METHOD,
,,!DGYA,11,MARITAL STATUS,
,,!VALM,13,RELIGION,
,,,21,PERIOD OF SERVICE,
,,,22,POW PERIOD,
,,,23,BRANCH OF SERVICE,
,,,25,TYPE OF DISCHARGE,
,,,26.11,PRF LOCAL FLAG,
,,,26.12,PRF LOCAL FLAG HISTORY,
,,,26.13,PRF ASSIGNMENT,
,,,26.14,PRF ASSIGNMENT HISTORY,
,,,26.15,PRF NATIONAL FLAG,
,,,26.16,PRF TYPE,
,,,26.17,PRF HL7 TRANSMISSION LOG,
,,,26.18,PRF PARAMETERS,
,,,26.19,PRF HL7 QUERY LOG,
,,,26.21,PRF HL7 EVENT,
,,,27.11,PATIENT ENROLLMENT,
,,,27.12,ENROLLMENT QUERY LOG,
,,,27.14,ENROLLMENT/ELIGIBILITY UPLOAD AUDIT,
,,,27.15,ENROLLMENT STATUS,
,,,27.16,ENROLLMENT GROUP THRESHOLD,
,,,27.17,CATASTROPHIC DISABILITY REASONS,
,,,28.11,NOSE AND THROAT RADIUM HISTORY,
,,,29.11,MST HISTORY,
,,,30,DISPOSITION LATE REASON,
,,,35,OTHER FEDERAL AGENCY,
,,,35.1,SHARING AGREEMENT CATEGORY,
,,,35.2,SHARING AGREEMENT SUB-CATEGORY,
,,,37,DISPOSITION,
,,,38.1,DG SECURITY LOG,
,,,38.5,INCONSISTENT DATA,
,,,38.6,INCONSISTENT DATA ELEMENTS,
,,,39.1,EMBOSSED CARD TYPE,
,,,39.2,EMBOSSING DATA,
,,,39.3,EMBOSSER EQUIPMENT FILE,
,,,39.4,ADT/HL7 TRANSMISSION,
,,,39.6,VIC REQUEST,
,,,39.7,VIC HL7 TRANSMISSION LOG,
,,,40.1,OPC,
,,,40.15,OPC ERRORS,
,,,40.8,MEDICAL CENTER DIVISION,
,,,41.1,SCHEDULED ADMISSION,
,,,41.41,PRE-REGISTRATION AUDIT,
,,,41.42,PRE-REGISTRATION CALL LIST,
,,,41.43,PRE-REGISTRATION CALL LOG,
,,,41.9,CENSUS,
,,,42,WARD LOCATION,
,,,42.4,SPECIALTY,
,,,42.5,WAIT LIST,
,,,42.55,PRIORITY GROUPING,
,,,42.6,AMIS 334-341,
,,,42.7,AMIS 345&346,
,,,43,MAS PARAMETERS,
,,,43.1,MAS EVENT RATES,
,,,43.11,MAS AWARD,
,,,43.4,VA ADMITTING REGULATION,
,,,43.5,G&L CORRECTIONS,
,,,43.61,G&L TYPE OF CHANGE,
,,,43.7,ADT TEMPLATE,
,,,45,PTF,
,,,45.1,SOURCE OF ADMISSION,
,,,45.2,PTF TRANSFERRING FACILITY,
,,,45.3,SURGICAL SPECIALTY,
,,,45.4,PTF DIALYSIS TYPE,
,,,45.5,PTF MESSAGE,
,,,45.6,PLACE OF DISPOSITION,
,,,45.61,PTF ABUSED SUBSTANCE,
,,,45.62,PTF ARCHIVE/PURGE HISTORY FILE,
,,,45.64,PTF AUSTIN ERROR CODES,
,,,45.68,FACILITY SUFFIX,
,,,45.7,FACILITY TREATING SPECIALTY,
,,,45.81,STATION TYPE,
,,,45.82,CATEGORY OF BENEFICIARY,
,,,45.83,PTF RELEASE,
,,,45.84,PTF CLOSE OUT,
,,,45.85,CENSUS WORKFILE,
,,,45.86,PTF CENSUS DATE,
,,,45.87,PTF TRANSACTION REQUEST LOG,
,,,45.88,PTF EXPANDED CODE CATEGORY,
,,,45.89,PTF EXPANDED CODE,
,,,45.9,PAF,
,,,45.91,RUG-II,
,,,46,INPATIENT CPT CODE,
,,,46.1,INPATIENT POV,
,,,46.11,RAI MDS MONITOR,
,,,46.12,RAI MDS WARD TRANSLATION,
,,,46.13,RAI MDS ROOM-BED TRANSLATION,
,,,46.14,RAI MDS ASIH PATIENT,
,,,47,MAS FORMS AND SCREENS,
,,,48,MAS RELEASE NOTES,
,,,48.5,MAS MODULE,
,,,389.9,STATION NUMBER (TIME SENSITIVE),
,,,390,ENROLLMENT RATED DISABILITY UPLOAD AUDIT,
,,,391,TYPE OF PATIENT,
,,,391.1,AMIS SEGMENT,
,,,391.23,DG REGISTER ONCE FIELD DEFINITION,
,,,391.31,HOME TELEHEALTH PATIENT,
,,,391.71,ADT/HL7 PIVOT,
,,,391.72,ADT/HL7 EVENT REASON,
,,,391.91,TREATING FACILITY LIST,
,,,391.92,VAFC ASSIGNING AUTHORITY,
,,,391.98,PATIENT DATA EXCEPTION,
,,,391.984,EXCEPTION STATUS,
,,,391.99,PATIENT DATA ELEMENT,
,,,393.1,MAS SERVICE,
,,,393.2,IRT STATUS,
,,,405,PATIENT MOVEMENT,
,,,405.1,FACILITY MOVEMENT TYPE,
,,,405.2,MAS MOVEMENT TYPE,
,,,405.3,MAS MOVEMENT TRANSACTION TYPE,
,,,405.4,ROOM-BED,
,,,405.5,MAS OUT-OF-SERVICE,
,,,405.6,ROOM-BED DESCRIPTION,
,,,405.9,MAS V5 CONVERSION [TEMPORARY],
,,,406.41,LODGING REASON,
,,,407.7,TRANSMISSION ROUTERS,
,,,408,DISCRETIONARY WORKLOAD,
,,,408.11,RELATIONSHIP,
,,,408.12,PATIENT RELATION,
,,,408.13,INCOME PERSON,
,,,408.41,MEANS TEST CHANGES,
,,,408.42,MEANS TEST CHANGES TYPE,
INTEGRATED BILLING,Integrated Billing,IB,36,INSURANCE COMPANY,
,,PRQ,350,INTEGRATED BILLING ACTION,
,,!IBD,350.1,IB ACTION TYPE,
,,!IBQ,350.2,IB ACTION CHARGE,
,,!PRQS,350.21,IB ACTION STATUS,
,,,350.3,IB CHARGE REMOVE REASONS,
,,,350.4,BILLABLE AMBULATORY SURGICAL CODE,
,,,350.41,UPDATE BILLABLE AMBULATORY SURGICAL CODE,
,,,350.5,BASC LOCALITY MODIFIER,
,,,350.6,IB ARCHIVE/PURGE LOG,
,,,350.7,AMBULATORY CHECK-OFF SHEET,
,,,350.71,AMBULATORY SURG. CHECK-OFF SHEET PRINT FIELDS,
,,,350.8,IB ERROR,
,,,350.9,IB SITE PARAMETERS,
,,,351,MEANS TEST BILLING CLOCK,
,,,351.1,IB CONTINUOUS PATIENT,
,,,351.2,SPECIAL INPATIENT BILLING CASES,
,,,351.5,TRICARE PHARMACY TRANSACTIONS,
,,,351.51,TRICARE PHARMACY ERRORS,
,,,351.52,TRICARE PHARMACY REJECTS,
,,,351.53,PRODUCT SELECTION REASON,
,,,351.6,TRANSFER PRICING PATIENT,
,,,351.61,TRANSFER PRICING TRANSACTIONS,
,,,351.62,TRANSFER PRICING FIELD DEFINITION,
,,,351.67,TRANSFER PRICING INPT PROSTHETIC ITEMS,
,,,351.7,IB DM EXTRACT REPORTS,
,,,351.701,IB DM EXTRACT DATA ELEMENTS,
,,,351.71,IB DM EXTRACT DATA,
,,,351.73,IB DM WORKLOAD PARAMETERS,
,,,351.81,LTC COPAY CLOCK,
,,,351.9,CLAIMSMANAGER BILLS,
,,,351.91,CLAIMSMANAGER STATUS,
,,,352.1,BILLABLE APPOINTMENT TYPE,
,,,352.2,NON-BILLABLE DISPOSITIONS,
,,,352.3,NON-BILLABLE CLINIC STOP CODES,
,,,352.4,NON-BILLABLE CLINICS,
,,,352.5,IB CLINIC STOP CODE BILLABLE TYPES,
,,,353,BILL FORM TYPE,
,,,353.1,PLACE OF SERVICE,
,,,353.2,TYPE OF SERVICE,
,,,353.3,IB ATTACHMENT REPORT TYPE,
,,,354,BILLING PATIENT,
,,,354.1,BILLING EXEMPTIONS,
,,,354.2,EXEMPTION REASON,
,,,354.3,BILLING THRESHOLDS,
,,,354.4,BILLING ALERTS,
,,,354.5,BILLING ALERT DEFINITION,
,,,354.6,IB FORM LETTER,
,,,354.7,IB PATIENT COPAY ACCOUNT,
,,,354.71,IB COPAY TRANSACTIONS,
,,,354.75,IB COPAY CAPS,
,,,355.1,TYPE OF PLAN,
,,,355.12,SOURCE OF INFORMATION,
,,,355.13,INSURANCE FILING TIME FRAME,
,,,355.2,TYPE OF INSURANCE COVERAGE,
,,,355.3,GROUP INSURANCE PLAN,
,,,355.31,PLAN LIMITATION CATEGORY,
,,,355.32,PLAN COVERAGE LIMITATIONS,
,,,355.33,INSURANCE BUFFER,
,,,355.34,INSURANCE REMOTE QUERY RESULTS,
,,,355.4,ANNUAL BENEFITS,
,,,355.5,INSURANCE CLAIMS YEAR TO DATE,
,,,355.6,INSURANCE RIDERS,
,,,355.7,PERSONAL POLICY,
,,,355.8,SPONSOR,
,,,355.81,SPONSOR RELATIONSHIP,
,,,355.82,SPONSOR PERSON,
,,,355.9,IB BILLING PRACTITIONER ID,
,,,355.91,IB INSURANCE CO LEVEL BILLING PROV ID,
,,,355.92,FACILITY BILLING ID,
,,,355.93,IB NON/OTHER VA BILLING PROVIDER,
,,,355.95,IB PROVIDER ID CARE UNIT,
,,,355.96,IB INS CO PROVIDER ID CARE UNIT,
,,,355.97,IB PROVIDER ID # TYPE,
,,,356,CLAIMS TRACKING,
,,,356.1,HOSPITAL REVIEW,
,,,356.11,CLAIMS TRACKING REVIEW TYPE,
,,,356.19,CLAIMS TRACKING UNBILLED AMOUNTS DATA,
,,,356.2,INSURANCE REVIEW,
,,,356.21,CLAIMS TRACKING DENIAL REASONS,
,,,356.25,CLAIMS TRACKING ROI,
,,,356.3,CLAIMS TRACKING SI/IS CATEGORIES,
,,,356.399,CLAIMS TRACKING/BILL,
,,,356.4,CLAIMS TRACKING NON-ACUTE CLASSIFICATIONS,
,,,356.5,CLAIMS TRACKING ALOS,
,,,356.6,CLAIMS TRACKING TYPE,
,,,356.7,CLAIMS TRACKING ACTION,
,,,356.8,CLAIMS TRACKING NON-BILLABLE REASONS,
,,,356.85,CLAIMS TRACKING BILLABLE FINDINGS,
,,,356.9,INPATIENT DIAGNOSIS,
,,,356.91,INPATIENT PROCEDURE,
,,,356.93,INPATIENT INTERIM DRG,
,,,356.94,INPATIENT PROVIDERS,
,,,361,BILL STATUS MESSAGE,
,,,361.1,EXPLANATION OF BENEFITS,
,,,361.2,IB ELECTRONIC REPORT DISPOSITION,
,,,361.3,IB MESSAGE SCREEN TEXT,
,,,361.4,EDI TEST CLAIM STATUS MESSAGE,
,,,362.1,IB AUTOMATED BILLING COMMENTS,
,,,362.3,IB BILL/CLAIMS DIAGNOSIS,
,,,362.4,IB BILL/CLAIMS PRESCRIPTION REFILL,
,,,362.5,IB BILL/CLAIMS PROSTHETICS,
,,,363,RATE SCHEDULE,
,,,363.1,CHARGE SET,
,,,363.2,CHARGE ITEM,
,,,363.21,BILLING ITEMS,
,,,363.3,BILLING RATE,
,,,363.31,BILLING REGION,
,,,363.32,BILLING SPECIAL GROUPS,
,,,363.33,BILLING REVENUE CODE LINKS,
,,,363.34,BILLING PROVIDER DISCOUNT,
,,,364,EDI TRANSMIT BILL,
,,,364.1,EDI TRANSMISSION BATCH,
,,,364.2,EDI MESSAGES,
,,,364.3,IB MESSAGE ROUTER,
,,,364.4,IB EDI TRANSMISSION RULE,
,,,364.5,IB DATA ELEMENT DEFINITION,
,,,364.6,IB FORM SKELETON DEFINITION,
,,,364.7,IB FORM FIELD CONTENT,
,,,365,IIV RESPONSE,
,,,365.011,X12 271 ELIGIBILITY/BENEFIT,
,,,365.012,X12 271 COVERAGE LEVEL,
,,,365.013,X12 271 SERVICE TYPE,
,,,365.014,X12 271 INSURANCE TYPE,
,,,365.015,X12 271 TIME PERIOD QUALIFIER,
,,,365.016,X12 271 QUANTITY QUALIFIER,
,,,365.017,X12 271 ERROR CONDITION,
,,,365.018,X12 271 ERROR ACTION,
,,,365.021,X12 271 CONTACT QUALIFIER,
,,,365.022,X12 271 ENTITY IDENTIFIER CODE,
,,,365.023,X12 271 IDENTIFICATION QUALIFIER,
,,,365.024,X12 271 PROVIDER CODE,
,,,365.025,X12 271 DELIVERY FREQUENCY CODE,
,,,365.026,X12 271 DATE QUALIFIER,
,,,365.027,X12 271 LOOP ID,
,,,365.028,X12 271 REFERENCE IDENTIFICATION,
,,,365.1,IIV TRANSMISSION QUEUE,
,,,365.11,IIV AUTO MATCH,
,,,365.12,PAYER,
,,,365.13,PAYER APPLICATION,
,,,365.14,IIV TRANSMISSION STATUS,
,,,365.15,IIV STATUS TABLE,
,,,366.01,NCPDP PROCESSOR,
,,,366.02,PHARMACY BENEFITS MANAGER (PBM),
,,,366.03,PLAN,
,,,366.11,NCPDP PROCESSOR APPLICATION,
,,,366.12,PHARMACY BENEFITS MANAGER (PBM) APPLICATION,
,,,366.13,PLAN APPLICATION,
,,,366.14,IB NCPDP EVENT LOG,
,,,366.15,IB NCPDP PRESCRIPTION,
,,,366.16,IB NDC NON COVERED BY PLAN,
,,,372,PFSS SITE PARAMETERS,
,,,373,PFSS CHARGE CACHE,
,,,375,PFSS ACCOUNT,
,,,399,BILL/CLAIMS,
,,,399.1,MCCR UTILITY,
,,,399.2,REVENUE CODE,
,,,399.3,RATE TYPE,
,,,399.4,MCCR INCONSISTENT DATA ELEMENTS,
,,,399.5,BILLING RATES,
RADIOLOGY/NUCLEAR MEDICINE,Radiology Nuclear Medicine,RA,34,CONTRACT/SHARING AGREEMENTS,
,,,70,RAD/NUC MED PATIENT,
,,,70.2,NUC MED EXAM DATA,
,,,71,RAD/NUC MED PROCEDURES,
,,,71.1,MAJOR RAD/NUC MED AMIS CODES,
,,,71.2,PROCEDURE MODIFIERS,
,,,71.3,RAD/NUC MED COMMON PROCEDURE,
,,,71.4,RAD/NUC MED PROCEDURE MESSAGE,
,,,71.5,IMAGING STOP CODES,
,,,71.6,ROUTE OF ADMINISTRATION,
,,,71.7,SITE OF ADMINISTRATION,
